,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses
2222,Дніпропетровськ-Миргород,Дніпропетровськ,Миргород,1566241834839462389,Укртрансбезпека,551/552,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,05.08.2014-04.08.2019,"ТОВ ""Автотранссервіс"", адреса: Лоцманський узвіз, 8, м.Дніпропетровськ, 49005, АГ 588977",1+1
2223,Київ-Згурівка,Київ,Згурівка,5840815046234563428,Укртрансбезпека,551/552,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2009 року,13.12.2011-2.12.2016,"ТОВ ""АВТОСОЮЗ-ЗГУРІВКА"", адреса:вул. Шевченка, буд. 28, смт.Згурівка, Згурівський район, Київська область, АГ 503503",1+1
2224,Ратне-Рівне,Ратне,Рівне,5141030361675612670,Укртрансбезпека,551/552,щоденно,один,"М3, ІІІ",Починаючи з 1983 року,11.04.2015-10.04.2020,"ФОП Михалюк Ю.П., адреса: вул. Молодіжна, 54, с.Маяки, Луцький район, Волинська область, АД 076930",1+1
2225,Кременчук-Світловодськ,Кременчук,Світловодськ,8490368344519810742,Укртрансбезпека,553/554,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1997 року,16.04.2013-15.04.2018,"ТОВ ""АТП-15307"", адреса: вул. Київська, буд. 65/2, м.Кременчук, Полтавська область, АЕ 266557",1+1
2226,Львів-Долина,Львів,Долина,5040741785533355017,Укртрансбезпека,553/554,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1996 року,26.04.2014-25.04.2019,"ТзОВ ""Гал-Всесвіт"", адреса: вул.Пластова, 10, м.Львів, АЕ 268954",1+1
2227,Умань-Грузьке,Умань,Грузьке,381580302010992688,Укртрансбезпека,553/554,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,21.07.2011-20.07.2016,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",1+1
2228,Луцьк-Пітушків,Луцьк,Пітушків,178094951688895688,Укртрансбезпека,553/554,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,01.10.2014-30.09.2019,"ФОП Тростіна Л.М., адреса: вул. Садова, 12, с.Гірка Полонка, Луцький район, Волинська область, АВ 616386",1+1
2229,Київ-Бердичів,Київ,Бердичів,7133483841134237165,Укртрансбезпека,553/554,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,01.07.2014-30.06.2019,"ТОВ ""ЕЛІТ - АВТО ПЛЮС"", адреса: вул. Молодогвардійська, 11, м.Київ, АЕ 573261",1+1
2230,Запоріжжя-Донецьк,Запоріжжя,Донецьк,2012851984448266031,Укртрансбезпека,553/554,щоденно,один,"М3, ІІІ",Починаючи з 1989 року,01.02.2012-31.01.2017,"ТОВ ""Стат-Пілігрім"", адреса: вул.Східна, буд. 9, м.Запоріжжя, 69083, АГ 587181",1+1
2231,Кременчук-Світловодськ,Кременчук,Світловодськ,8490368344519810742,Укртрансбезпека,555/556,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1997 року,16.04.2013-15.04.2018,"ТОВ ""АТП-15307"", адреса: вул. Київська, буд. 65/2, м.Кременчук, Полтавська область, АЕ 266557",1+1
2232,Львів-Долина,Львів,Долина,5040741785533355017,Укртрансбезпека,555/556,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1996 року,26.04.2014-25.04.2019,"ТзОВ ""Гал-Всесвіт"", адреса: вул.Пластова, 10, м.Львів, АЕ 268954",1+1
2233,Коблеве-Суми,Коблеве,Суми,2633697312580019855,Укртрансбезпека,555/556,щоденно,один,"М3, ІІІ",Починаючи з 1991 року,22.05.2015-21.05.2020,"ТОВ ""Гаджиев"", адреса: проспект Жовтневий , буд.21-М, м.Миколаїв, АЕ 266018",2+1
2234,Київ-Бердичів,Київ,Бердичів,7133483841134237165,Укртрансбезпека,555/556,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,01.07.2014-30.06.2019,"ТОВ ""ЕЛІТ - АВТО ПЛЮС"", адреса: вул. Молодогвардійська, 11, м.Київ, АЕ 573261",1+1
2235,Луцьк-Боремель,Луцьк,Боремель,6194374407123350143,Укртрансбезпека,555/556,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,01.10.2014-30.09.2019,"ФОП Поліщук М.С., адреса: вул. Чапаєва, 10/2, м.Луцьк, АД 033051",1+1
2236,Кременчук-Світловодськ,Кременчук,Світловодськ,8490368344519810742,Укртрансбезпека,557/558,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1997 року,16.04.2013-15.04.2018,"ТОВ ""АТП-15307"", адреса: вул. Київська, буд. 65/2, м.Кременчук, Полтавська область, АЕ 266557",1+1
2237,Косів-Київ,Косів,Київ,7344575961492252565,Укртрансбезпека,557/558,щоденно,один,"М3, ІІІ",Починаючи з 1991 року,26.01.2014-25.01.2019,"ТОВ ""Авто-Караван"", адреса: вул.Кіквідзе, буд.30-А, кв.75, м.Київ, АЕ 264756",2+1
2238,Київ-Бердичів,Київ,Бердичів,7133483841134237165,Укртрансбезпека,557/558,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,01.07.2014-30.06.2019,"ТОВ ""ЕЛІТ - АВТО ПЛЮС"", адреса: вул. Молодогвардійська, 11, м.Київ, АЕ 573261",1+1
2239,Чернігів-Київ,Чернігів,Київ,3797420925408361949,Укртрансбезпека,557/558,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1999 року,30.03.2011-29.03.2016,"ФОП Камлаченко А.Г., адреса: вул.Доценка, 8, кв.72, м.Чернігів, АЕ 268418",1+1
2240,Луцьк-Боремель,Луцьк,Боремель,6194374407123350143,Укртрансбезпека,557/558,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,01.10.2014-30.09.2019,"ФОП Поліщук М.С., адреса: вул. Чапаєва, 10/2, м.Луцьк, АД 033051",1+1
2241,Коблеве-Одеса,Коблеве,Одеса,1531944971551973779,Укртрансбезпека,559/560,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2003 року,17.02.2011-16.02.2016,"ВАТ ""АТП 15142"", адреса: вул.Комунальна, 3-А, м.Южне, Комінтернівський район, Одеська область, АД 076593",1+1
2242,Овруч-Рівне,Овруч,Рівне,9189117681323121459,Укртрансбезпека,559/560,щоденно,один,"М3, ІІІ",Починаючи з 1990 року,31.12.2014-30.12.2019,"ФОП  Жабчик М.А., адреса: вул.Гагаріна, 1, кв.4, м.Рівне, АЕ 422698",1+1
2243,Запоріжжя-Первомайськ,Запоріжжя,Первомайськ,1339241186898758063,Укртрансбезпека,559/560,щоденно,один,"М3, ІІІ",Починаючи з 1984 року,22.04.2013-16.01.2018,"ФОП Владов П.І., адреса: вул.Луначарського, 35, кв.48, м.Первомайськ, Миколаївська область, АЕ 421813",2+1
2244,Підволочиськ-Рахів,Підволочиськ,Рахів,1881526989742260413,Укртрансбезпека,559/560,щоденно,один,"М3, ІІІ",Починаючи з 2007 року,29.07.2015-28.07.2020,"ПАТ ""Підволочиське АТП-16141"", адреса: вул.Лисенка,4, смт.Підволочиськ, Підволочиський район, Тернопільська область, АВ 616911",1+1
2245,Свердловка-Київ,Свердловка,Київ,8628257522894093216,Укртрансбезпека,559/560,Прямий та зворотній рейси виконуються Пт.Суб.Нед.,один,"М3, ІІІ",Починаючи з 2007 року,01.02.2012-31.01.2017,"ТОВ ""Автотранс"", адреса: вул.Борисенка, 60, м.Чернігів, АД 064899",1+1
2246,Шостка-Бирине,Шостка,Бирине,0,Укртрансбезпека,559/560,Прямий та зворотній рейси виконуються Сер.Пт.Суб.Нед.,один,"М2, М3, В, І, ІІ, ІІІ",,,,1+1
2247,Кам'янка-Кіровоград,Кам'янка,Кіровоград,0,Укртрансбезпека,559/560,Прямий та зворотній рейси виконуються Пт.Нед.,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
2248,Косів-Київ,Косів,Київ,2750789635461903006,Укртрансбезпека,561/562,щоденно,один,"М3, ІІІ",Починаючи з 1986 року,29.09.2013-28.09.2018,"Косівське акціонерне товариство ""Скіф-Авто"", адреса: вул.Грушевського, 5, м.Косів, Івано-Франківська область, 78600, АГ 587957",2+1
2249,Коблеве-Одеса,Коблеве,Одеса,1531944971551973779,Укртрансбезпека,561/562,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2003 року,17.02.2011-16.02.2016,"ВАТ ""АТП 15142"", адреса: вул.Комунальна, 3-А, м.Южне, Комінтернівський район, Одеська область, АД 076593",1+1
2250,Чернігів-Київ,Чернігів,Київ,747182571663073011,Укртрансбезпека,561/562,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2001 року,30.03.2011-29.03.2016,"ФОП Гончаренко В.П., адреса: вул. Шевченка, буд.106, кв.106, м.Чернігів, АГ 585486",1+1
2251,Луцьк-Боремель,Луцьк,Боремель,6194374407123350143,Укртрансбезпека,561/562,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,01.10.2014-30.09.2019,"ФОП Поліщук М.С., адреса: вул. Чапаєва, 10/2, м.Луцьк, АД 033051",1+1
2252,Дніпропетровськ-Даріївка,Дніпропетровськ,Даріївка,6725445154411518090,Укртрансбезпека,561/562,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,29.01.2015-28.01.2020,"ТОВ ""Вулкан"", адреса: вул. Локтюхова, 3, м.Дніпродзержинськ, Дніпропетровська область, АГ 584690  ",1+1
