id,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,route_operator,number_of_buses
2017,Гусятин,Івано,2748395579147379079,Укртрансбезпека ,427/428,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,18.11.2011-17.11.2016,"ФОП Шимчишин М.М., адреса: с.Нижбірок, Гусятинський район, Тернопільська область, АВ 535765",1+1
2018,Кам'янка,Київ,4636635368998766627,Укртрансбезпека ,429/430,щоденно,один,"М3, ІІІ",Починаючи з 1985 року,17.02.2011-16.02.2016,"ВАТ ""Кам'янське АТП-17142"", адреса: вул.Заводська, 4, м.Кам'янка, Черкаська область, АД 062656 ",1+1
2019,Чернівці,Коломия,7980170169819784022,Укртрансбезпека ,429/430,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,17.03.2011-16.03.2016,"ФОП Борденюк В.І., адреса: вул Московська, 102, м.Чернівці, АВ 532211",1+1
2020,Короп,Конотоп,6322972123992476989,Укртрансбезпека ,429/430,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 1998 року,16.11.2013-15.11.2018,"ФОП Нерета О.М., адреса: вул.Чернігівська, 15, кв.8, смт.Короп, Коропський район, Чернігівська област, АГ 504507",1+1
2021,Донецьк,Київ,0,Укртрансбезпека ,429/430,щоденно,один,"М3, ІІІ",,,,2+1
2022,Львів,Івано,2739773917094934829,Укртрансбезпека ,431/432,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2006 року,21.10.2015-20.10.2020,"ТЗОВ ""Львівське АТП-14631"", адреса: вул.Пластова, 10, м.Львів, 79056, АВ550341",1+1
2023,Київ,Гайсин,312272585865680376,Укртрансбезпека ,431/432,щоденно,один,"М3, ІІІ",Починаючи з 1993 року,22.05.2015-21.05.2020,"ПрАТ ""Гайсинське АТП 10506"", адреса: вул.Плеханова,135, м.Гайсин, Вінницька область, АГ 503328",1+1
2024,Харків,Генічеськ,1314755805493973970,Укртрансбезпека ,431/432,в період з 01.05 по 16.10 виконується щоденно,один,"М3, ІІІ",Починаючи з 1997 року,23.12.2015-22.12.2020,"ТОВ ""Авто-ОВІ"", адреса: проспект Московський, буд. 248, корп. Г, кв. 42, м.Харків, АЕ 421550",2+1
2025,Короп,Конотоп,6322972123992476989,Укртрансбезпека ,431/432,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 1998 року,16.11.2013-15.11.2018,"ФОП Нерета О.М., адреса: вул.Чернігівська, 15, кв.8, смт.Короп, Коропський район, Чернігівська област, АГ 504507",1+1
2026,Умань,Підвисоке,4215715138530607452,Укртрансбезпека ,431/432,Прямий та зворотній рейси виконуються Пон.Вівт.Пт.Нед.,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2003 року,09.05.2015-08.05.2016,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",1+1
2027,Любешів,Київ,3961510656841491794,Укртрансбезпека ,431/432,щоденно,один,"М3, ІІІ",Починаючи з 1988 року,11.04.2015-10.04.2020,"ФОП Яцук Р.С., адреса: м-н Перемоги буд.44, кв.40, м.Кузнецовськ, Рівненська область, АЕ 266848",1+1
2028,Львів,Івано,2739773917094934829,Укртрансбезпека ,433/434,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2006 року,21.10.2015-20.10.2020,"ТЗОВ ""Львівське АТП-14631"", адреса: вул.Пластова, 10, м.Львів, 79056, АВ550341",1+1
2029,Одеса,Херсон,5002788564397642234,Мінінфраструктури,433/434,щоденно,один,"М3, ІІІ",Починаючи з 2001 року,20.12.2017-16.11.2022,"ТОВ ""Ас-Транс Юг"", адреса: вул. Бугаївська, 35, офіс 404 м.Одеса, ",1+1
2030,Теплик,Київ,850400149793957596,Укртрансбезпека ,433/434,щоденно,один,"М3, ІІІ",Починаючи з 2005 року,01.02.2012-31.01.2017,"ПрАТ ""Теплицьке  АТП 10553"", адреса: вул. І.Франка, 10, смт.Теплик, Теплицький район, Вінницька область, АГ 503316",1+1
2031,Умань,Підвисоке,4215715138530607452,Укртрансбезпека ,433/434,Прямий та зворотній рейси виконуються Пон.Вівт.Пт.Нед.,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2003 року,09.05.2015-08.05.2016,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",1+1
2032,Івано,Франківськ,640699852458269254,Укртрансбезпека ,435/436,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1996 року,26.06.2015-25.06.2020,"ФОП Ткачівський Я.В., адреса: вул.Берегова,6, м.Івано-Франківськ, АВ 544081",1+1
2033,Бориспіль,Київ,3789339857732281963,Укртрансбезпека ,435/436,щоденно,один,"М3, ІІІ",Починаючи з 2003 року,29.09.2013-28.09.2018,"ТОВ ""Гюнсел"", адреса: вул. Федора Ернста, 3б, м.Київ, 03048, АГ 593998",1+1
2034,Харків,Коблеве,2982929494857819347,Укртрансбезпека ,435/436,щоденно,один,"М3, ІІІ",Починаючи з 1990 року,26.12.2015-25.12.2020,"ТОВ ""Гаджиев"", адреса: проспект Жовтневий , буд.21-М, м.Миколаїв, АЕ 266018",2+1
2035,Суми,Гадяч,1912953340802605675,Укртрансбезпека ,435/436,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1984 року,01.02.2012-31.01.2017,"ТОВ ""Сумське АТП 15927"", адреса: вул. Білопільське шосе, буд. 16, м.Суми, АЕ 187026",1+1
2036,Борщів,Чернівці,8521340351419834013,Укртрансбезпека ,435/436,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,09.05.2015-08.05.2020,"ТОВ ""Борщівське АТП 16138"", адреса: вул.Я.Кондри, 6, м.Борщів, Тернопільська область, АГ 585683",1+1
2037,Хмільник,Бердичів,8292636367482547056,Укртрансбезпека ,435/436,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 1996 року,09.05.2015-08.05.2020,"ПП ""Колісніченко"", адреса: вул. Коцюбинського, 1-В, с.Радянське, Літинський район, Вінницька область, АД 033476",1+1
2038,Житомир,Київ,5316642106045181074,Укртрансбезпека ,435/436,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2001 року,26.12.2015-25.12.2020,"ТОВ ""ЕЛІТ - АВТО ПЛЮС"", адреса: вул. Молодогвардійська, 11, м.Київ, АЕ 573261",1+1
2039,Борова,Краматорськ,6259338737330364393,Укртрансбезпека ,435/436,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1993 року,05.09.2014-04.09.2019,"ПрАТ ""Краматорське АТП-11410"", адреса:вул.Орджонікідзе, 6, м.Краматорськ, Донецька область, АГ 590921",1+1
2040,Запоріжжя,Генічеськ,7759711403456956833,Укртрансбезпека ,437/438,Прямий та зворотній рейси виконуються Пон.Пт.Суб.Нед.,один,"М3, ІІІ",Починаючи з 1992 року,21.08.2014-20.08.2019,"ТОВ ""Автогосподарство ""Козацька Лава"", адреса: вул.40-років Радянської України, 86-А, кв.47, м.Запоріжжя, АГ 591187",1+1
2041,Одеса,Миколаїв,5529287860765031519,Укртрансбезпека ,437/438,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2008 року,06.06.2015-05.06.2020,"ТОВ ""Авто-Експрес"", адреса: вул. Шевцової, 26, м.Волноваха, Донецька область, 85700, АЕ 572534",1+1
2042,Рівне,Нововолинськ,1471412672505264947,Укртрансбезпека ,437/438,щоденно,один,"М3, ІІІ",Починаючи з 1988 року,28.04.2015-27.04.2020,"ФОП Сергеєва Н.І., адреса: вул. Клима Савура, 1, кв.30, м.Рівне, АВ 532962",1+1
2043,Теофіполь,Тернопіль,5944905034569968311,Укртрансбезпека ,437/438,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 1989 року,06.03.2012-05.03.2017,"ФОП Козак Л.О., адреса: вул. Шевченка, буд.13, с.Лисогірка, Теофіпольський район, Хмельницька область, АГ 589398",1+1
2044,Гадяч,Суми,7317541198188701657,Укртрансбезпека ,437/438,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2008 року,31.12.2011-30.12.2016,"ФОП Бема В.І., адреса: с.Сватки, Гадяцький район, Полтавська область, АЕ 573284",1+1
2045,Гусятин,Чернівці,2401444147605621460,Укртрансбезпека ,437/438,щоденно,один,"М3, ІІІ",Починаючи з 2010 року,11.04.2015-10.04.2020,"ФОП Кондро В.М., адреса: вул. Пулюя, 31, м.Гусятин, Тернопільська область, АГ 590837",1+1
2046,Житомир,Київ,5316642106045181074,Укртрансбезпека ,437/438,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2001 року,26.12.2015-25.12.2020,"ТОВ ""ЕЛІТ - АВТО ПЛЮС"", адреса: вул. Молодогвардійська, 11, м.Київ, АЕ 573261",1+1
2047,Радьковські Піски,Краматорськ,0,Укртрансбезпека ,437/438,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
